,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
139,400-800,0,2.5-3.0,1,0.0-5.0,0,0-20,0-0.2,120-160,8,0.0-5.0,0-500,800-1200,1000-2000,8-11,0.0-5.0,5.0-10.0,0,1,0,0
140,1600-2000,0,0.5-1.0,1,0.0-5.0,1,20-40,0-0.2,120-160,1,15.0-20.0,1500-2000,1600-2000,1000-2000,14-17,0.0-5.0,15.0-20.0,1,0,1,2
141,1200-1600,0,1.5-2.0,1,0.0-5.0,1,0-20,0.4-0.6,120-160,3,0.0-5.0,0-500,400-800,0-1000,14-17,0.0-5.0,0.0-5.0,1,0,0,0
142,1200-1600,1,2.0-2.5,0,0.0-5.0,1,40-60,0.2-0.4,120-160,1,0.0-5.0,500-1000,800-1200,3000-4000,17-20,15.0-20.0,15.0-20.0,1,1,1,3
143,400-800,0,2.0-2.5,1,0.0-5.0,0,20-40,0.4-0.6,120-160,7,5.0-10.0,500-1000,1600-2000,2000-3000,11-14,10.0-15.0,0.0-5.0,1,0,1,2
144,1600-2000,0,2.0-2.5,0,0.0-5.0,1,60-80,0.8-1.0,120-160,3,10.0-15.0,0-500,400-800,0-1000,17-20,0.0-5.0,5.0-10.0,1,1,0,0
145,1600-2000,0,1.0-1.5,1,0.0-5.0,1,0-20,0.2-0.4,120-160,2,0.0-5.0,500-1000,400-800,3000-4000,17-20,10.0-15.0,15.0-20.0,1,0,0,3
146,800-1200,0,1.5-2.0,0,0.0-5.0,0,20-40,0-0.2,120-160,2,5.0-10.0,0-500,1200-1600,2000-3000,11-14,5.0-10.0,15.0-20.0,0,1,1,1
147,1200-1600,0,2.0-2.5,1,0.0-5.0,1,20-40,0.4-0.6,120-160,7,0.0-5.0,1000-1500,1200-1600,3000-4000,14-17,0.0-5.0,0.0-5.0,1,0,0,3
148,1200-1600,0,2.5-3.0,0,0.0-5.0,0,40-60,0.2-0.4,160-200,3,5.0-10.0,1500-2000,1600-2000,2000-3000,11-14,0.0-5.0,0.0-5.0,0,1,1,2
149,400-800,0,1.5-2.0,0,5.0-10.0,1,40-60,0.6-0.8,120-160,1,5.0-10.0,500-1000,800-1200,2000-3000,11-14,5.0-10.0,10.0-15.0,1,0,0,2
150,800-1200,1,0.5-1.0,0,0.0-5.0,1,40-60,0-0.2,120-160,5,15.0-20.0,0-500,400-800,2000-3000,8-11,0.0-5.0,15.0-20.0,1,1,1,1
151,400-800,0,2.0-2.5,1,0.0-5.0,0,40-60,0-0.2,160-200,7,10.0-15.0,500-1000,1200-1600,3000-4000,14-17,10.0-15.0,10.0-15.0,0,1,1,3
152,1600-2000,1,2.0-2.5,0,0.0-5.0,1,60-80,0.8-1.0,160-200,6,10.0-15.0,500-1000,1600-2000,1000-2000,14-17,5.0-10.0,15.0-20.0,1,0,0,1
153,1200-1600,0,0.5-1.0,0,0.0-5.0,1,20-40,0.6-0.8,80-120,2,5.0-10.0,500-1000,800-1200,2000-3000,17-20,0.0-5.0,10.0-15.0,1,1,0,2
154,1200-1600,0,2.5-3.0,1,5.0-10.0,0,40-60,0.6-0.8,160-200,2,5.0-10.0,500-1000,400-800,0-1000,11-14,0.0-5.0,0.0-5.0,0,1,1,0
155,1600-2000,0,2.0-2.5,1,0.0-5.0,1,40-60,0.8-1.0,120-160,1,5.0-10.0,500-1000,1600-2000,1000-2000,14-17,5.0-10.0,5.0-10.0,1,1,0,1
156,400-800,0,2.0-2.5,0,0.0-5.0,1,40-60,0.6-0.8,80-120,4,0.0-5.0,1000-1500,1600-2000,0-1000,17-20,0.0-5.0,5.0-10.0,1,0,1,0
157,1200-1600,0,0.5-1.0,0,15.0-20.0,1,0-20,0.2-0.4,80-120,6,15.0-20.0,500-1000,800-1200,0-1000,8-11,0.0-5.0,10.0-15.0,1,1,1,0
158,1200-1600,0,2.5-3.0,0,0.0-5.0,0,20-40,0.4-0.6,160-200,6,0.0-5.0,1500-2000,1600-2000,3000-4000,14-17,0.0-5.0,15.0-20.0,0,0,0,3
159,1600-2000,0,0.5-1.0,1,10.0-15.0,0,20-40,0.6-0.8,120-160,1,15.0-20.0,0-500,1200-1600,1000-2000,5-8,0.0-5.0,5.0-10.0,0,0,0,1
160,1200-1600,1,0.5-1.0,1,0.0-5.0,1,20-40,0.4-0.6,80-120,5,10.0-15.0,0-500,1200-1600,2000-3000,8-11,0.0-5.0,15.0-20.0,1,1,1,2
161,800-1200,1,1.0-1.5,1,5.0-10.0,0,40-60,0.2-0.4,120-160,6,15.0-20.0,500-1000,400-800,2000-3000,14-17,5.0-10.0,5.0-10.0,1,1,1,2
162,1200-1600,0,0.5-1.0,1,0.0-5.0,1,0-20,0.4-0.6,120-160,5,0.0-5.0,500-1000,1200-1600,0-1000,5-8,0.0-5.0,0.0-5.0,1,1,1,0
163,800-1200,0,0.5-1.0,0,10.0-15.0,0,20-40,0.4-0.6,160-200,1,15.0-20.0,500-1000,1600-2000,0-1000,14-17,10.0-15.0,0.0-5.0,1,0,1,0
164,1200-1600,0,2.0-2.5,1,10.0-15.0,1,0-20,0-0.2,80-120,8,15.0-20.0,500-1000,800-1200,2000-3000,14-17,0.0-5.0,5.0-10.0,1,0,1,2
165,400-800,0,1.0-1.5,1,0.0-5.0,1,20-40,0.6-0.8,160-200,4,5.0-10.0,500-1000,800-1200,3000-4000,14-17,15.0-20.0,10.0-15.0,1,0,1,3
166,400-800,1,1.5-2.0,0,0.0-5.0,1,20-40,0.8-1.0,120-160,8,0.0-5.0,0-500,1200-1600,2000-3000,17-20,5.0-10.0,5.0-10.0,1,0,0,1
167,800-1200,1,2.0-2.5,0,0.0-5.0,1,0-20,0.2-0.4,120-160,6,0.0-5.0,1000-1500,1600-2000,2000-3000,5-8,5.0-10.0,10.0-15.0,1,1,1,2
168,1200-1600,0,0.5-1.0,0,0.0-5.0,1,40-60,0-0.2,120-160,7,5.0-10.0,1000-1500,1600-2000,2000-3000,11-14,5.0-10.0,5.0-10.0,1,0,0,3
169,1200-1600,0,2.5-3.0,1,15.0-20.0,0,40-60,0.2-0.4,80-120,4,15.0-20.0,0-500,1600-2000,1000-2000,8-11,0.0-5.0,15.0-20.0,1,0,0,1
170,1200-1600,1,0.5-1.0,1,0.0-5.0,1,20-40,0.4-0.6,80-120,7,5.0-10.0,0-500,800-1200,3000-4000,5-8,0.0-5.0,10.0-15.0,1,1,0,3
171,1600-2000,0,2.5-3.0,0,0.0-5.0,1,0-20,0-0.2,80-120,5,0.0-5.0,500-1000,400-800,1000-2000,14-17,0.0-5.0,15.0-20.0,1,1,0,1
172,400-800,1,1.0-1.5,1,0.0-5.0,1,0-20,0-0.2,160-200,4,5.0-10.0,500-1000,800-1200,3000-4000,8-11,0.0-5.0,5.0-10.0,1,1,1,2
173,1200-1600,0,0.5-1.0,1,0.0-5.0,1,40-60,0.2-0.4,160-200,5,0.0-5.0,1000-1500,1600-2000,2000-3000,17-20,5.0-10.0,10.0-15.0,1,0,0,2
174,400-800,0,0.5-1.0,1,0.0-5.0,1,0-20,0.8-1.0,160-200,5,0.0-5.0,0-500,800-1200,3000-4000,14-17,10.0-15.0,15.0-20.0,1,0,0,3
175,800-1200,0,1.5-2.0,1,5.0-10.0,1,20-40,0.6-0.8,120-160,6,10.0-15.0,500-1000,1600-2000,2000-3000,5-8,0.0-5.0,10.0-15.0,1,1,1,2
176,400-800,0,0.5-1.0,0,0.0-5.0,0,20-40,0.6-0.8,80-120,7,5.0-10.0,0-500,400-800,0-1000,11-14,5.0-10.0,0.0-5.0,0,0,1,0
177,1600-2000,0,1.0-1.5,1,0.0-5.0,0,20-40,0-0.2,80-120,5,0.0-5.0,500-1000,800-1200,2000-3000,11-14,5.0-10.0,15.0-20.0,1,0,0,3
178,800-1200,0,0.5-1.0,1,0.0-5.0,1,20-40,0-0.2,160-200,2,10.0-15.0,1000-1500,1200-1600,2000-3000,14-17,10.0-15.0,0.0-5.0,1,0,0,2
179,800-1200,1,2.0-2.5,1,0.0-5.0,0,60-80,0.2-0.4,160-200,7,0.0-5.0,500-1000,800-1200,1000-2000,14-17,0.0-5.0,15.0-20.0,0,0,1,1
180,400-800,1,2.5-3.0,0,10.0-15.0,1,20-40,0.2-0.4,80-120,1,15.0-20.0,0-500,800-1200,1000-2000,11-14,5.0-10.0,5.0-10.0,1,0,0,0
181,800-1200,1,2.0-2.5,0,10.0-15.0,0,40-60,0-0.2,160-200,6,10.0-15.0,500-1000,800-1200,0-1000,17-20,10.0-15.0,10.0-15.0,1,0,0,0
182,800-1200,0,0.5-1.0,0,0.0-5.0,0,20-40,0-0.2,160-200,8,0.0-5.0,500-1000,800-1200,2000-3000,5-8,0.0-5.0,15.0-20.0,0,1,1,2
183,800-1200,1,2.5-3.0,1,10.0-15.0,0,0-20,0.8-1.0,80-120,4,15.0-20.0,500-1000,1600-2000,3000-4000,14-17,0.0-5.0,5.0-10.0,1,0,0,3
184,1200-1600,1,1.0-1.5,0,0.0-5.0,0,40-60,0-0.2,120-160,5,10.0-15.0,0-500,400-800,3000-4000,14-17,10.0-15.0,15.0-20.0,1,1,0,3
185,1200-1600,1,2.0-2.5,1,0.0-5.0,1,0-20,0.6-0.8,80-120,3,10.0-15.0,0-500,400-800,0-1000,11-14,0.0-5.0,10.0-15.0,1,1,0,0
186,1200-1600,0,0.5-1.0,0,0.0-5.0,1,0-20,0-0.2,80-120,6,5.0-10.0,1000-1500,1600-2000,1000-2000,8-11,0.0-5.0,15.0-20.0,1,0,0,2
187,1600-2000,1,2.5-3.0,1,0.0-5.0,1,40-60,0-0.2,80-120,1,15.0-20.0,500-1000,1200-1600,2000-3000,11-14,5.0-10.0,0.0-5.0,1,1,1,3
188,1600-2000,1,0.5-1.0,0,0.0-5.0,1,0-20,0.4-0.6,120-160,1,0.0-5.0,500-1000,800-1200,1000-2000,8-11,0.0-5.0,5.0-10.0,1,1,0,1
189,1600-2000,0,1.0-1.5,1,0.0-5.0,0,40-60,0.8-1.0,120-160,5,0.0-5.0,500-1000,1200-1600,3000-4000,14-17,5.0-10.0,10.0-15.0,1,1,1,3
190,400-800,0,1.0-1.5,0,5.0-10.0,0,40-60,0.4-0.6,160-200,1,15.0-20.0,500-1000,800-1200,2000-3000,14-17,0.0-5.0,10.0-15.0,1,1,0,1
191,1200-1600,1,1.0-1.5,1,0.0-5.0,1,0-20,0-0.2,160-200,5,10.0-15.0,500-1000,1200-1600,2000-3000,11-14,5.0-10.0,5.0-10.0,1,0,0,2
192,1200-1600,1,0.5-1.0,1,0.0-5.0,1,60-80,0.2-0.4,120-160,8,5.0-10.0,1000-1500,1200-1600,3000-4000,14-17,5.0-10.0,5.0-10.0,1,1,1,3
193,1200-1600,1,2.0-2.5,0,0.0-5.0,1,40-60,0-0.2,80-120,2,5.0-10.0,0-500,400-800,3000-4000,17-20,10.0-15.0,5.0-10.0,1,1,1,3
194,400-800,0,0.5-1.0,0,0.0-5.0,0,0-20,0-0.2,160-200,4,10.0-15.0,500-1000,800-1200,2000-3000,5-8,0.0-5.0,15.0-20.0,1,1,0,2
195,1200-1600,0,2.0-2.5,0,0.0-5.0,1,20-40,0-0.2,80-120,7,5.0-10.0,500-1000,400-800,2000-3000,17-20,5.0-10.0,0.0-5.0,1,1,0,2
196,1600-2000,0,2.0-2.5,1,0.0-5.0,1,40-60,0.6-0.8,80-120,3,10.0-15.0,1000-1500,1200-1600,1000-2000,14-17,5.0-10.0,10.0-15.0,1,1,1,2
197,1200-1600,0,1.5-2.0,0,0.0-5.0,1,60-80,0.6-0.8,80-120,3,5.0-10.0,0-500,1200-1600,3000-4000,14-17,0.0-5.0,0.0-5.0,1,0,1,3
198,400-800,0,0.5-1.0,0,0.0-5.0,0,20-40,0.2-0.4,80-120,4,0.0-5.0,500-1000,1600-2000,1000-2000,8-11,5.0-10.0,10.0-15.0,1,1,1,1
199,1600-2000,0,0.5-1.0,1,5.0-10.0,1,20-40,0.2-0.4,80-120,3,15.0-20.0,500-1000,1200-1600,1000-2000,11-14,0.0-5.0,15.0-20.0,1,0,0,1
200,1600-2000,1,0.5-1.0,0,0.0-5.0,1,20-40,0.4-0.6,160-200,1,0.0-5.0,0-500,1200-1600,1000-2000,5-8,0.0-5.0,10.0-15.0,1,0,1,0
201,1200-1600,1,2.0-2.5,1,5.0-10.0,1,0-20,0.2-0.4,160-200,7,10.0-15.0,1000-1500,1200-1600,1000-2000,5-8,0.0-5.0,10.0-15.0,1,1,1,1
202,800-1200,0,1.0-1.5,0,0.0-5.0,1,0-20,0.2-0.4,160-200,3,5.0-10.0,0-500,400-800,0-1000,11-14,5.0-10.0,5.0-10.0,1,0,1,0
203,400-800,0,0.5-1.0,1,5.0-10.0,0,20-40,0.6-0.8,80-120,7,15.0-20.0,500-1000,800-1200,2000-3000,5-8,0.0-5.0,10.0-15.0,1,0,0,2
204,1200-1600,1,2.0-2.5,0,5.0-10.0,0,60-80,0-0.2,160-200,6,15.0-20.0,500-1000,800-1200,2000-3000,17-20,10.0-15.0,5.0-10.0,1,0,0,2
205,400-800,0,0.5-1.0,1,0.0-5.0,1,40-60,0.2-0.4,80-120,8,0.0-5.0,1000-1500,1200-1600,2000-3000,8-11,5.0-10.0,0.0-5.0,1,0,1,2
206,1600-2000,0,0.5-1.0,1,15.0-20.0,1,0-20,0.2-0.4,160-200,6,15.0-20.0,0-500,800-1200,2000-3000,11-14,0.0-5.0,15.0-20.0,1,0,1,2
207,1200-1600,0,1.0-1.5,0,5.0-10.0,0,40-60,0.6-0.8,160-200,5,15.0-20.0,500-1000,800-1200,1000-2000,5-8,0.0-5.0,10.0-15.0,0,0,1,1
208,400-800,1,1.0-1.5,1,0.0-5.0,1,40-60,0-0.2,80-120,7,0.0-5.0,500-1000,1200-1600,3000-4000,17-20,10.0-15.0,5.0-10.0,1,1,1,3
209,1200-1600,1,0.5-1.0,1,0.0-5.0,1,20-40,0.2-0.4,120-160,6,5.0-10.0,0-500,1200-1600,3000-4000,17-20,15.0-20.0,5.0-10.0,1,1,0,3
210,1200-1600,0,1.5-2.0,1,0.0-5.0,0,20-40,0-0.2,80-120,3,0.0-5.0,0-500,400-800,2000-3000,8-11,0.0-5.0,10.0-15.0,1,0,1,2
211,1200-1600,1,2.5-3.0,0,0.0-5.0,0,40-60,0-0.2,120-160,8,0.0-5.0,1000-1500,1600-2000,2000-3000,14-17,5.0-10.0,5.0-10.0,1,0,1,2
212,800-1200,1,2.0-2.5,0,5.0-10.0,0,60-80,0.4-0.6,120-160,5,15.0-20.0,0-500,800-1200,1000-2000,8-11,0.0-5.0,10.0-15.0,0,0,0,0
213,1600-2000,0,1.5-2.0,0,0.0-5.0,1,20-40,0.4-0.6,120-160,5,15.0-20.0,0-500,800-1200,2000-3000,11-14,5.0-10.0,5.0-10.0,1,1,0,2
214,800-1200,0,0.5-1.0,1,0.0-5.0,1,40-60,0.2-0.4,80-120,1,0.0-5.0,1000-1500,1200-1600,0-1000,8-11,0.0-5.0,5.0-10.0,1,1,0,0
215,1600-2000,1,0.5-1.0,0,0.0-5.0,1,40-60,0.8-1.0,160-200,3,5.0-10.0,1000-1500,1200-1600,3000-4000,17-20,0.0-5.0,5.0-10.0,1,1,1,3
216,800-1200,0,1.0-1.5,1,0.0-5.0,1,40-60,0-0.2,160-200,8,0.0-5.0,500-1000,1200-1600,0-1000,5-8,0.0-5.0,5.0-10.0,1,0,1,0
217,1200-1600,0,0.5-1.0,0,0.0-5.0,1,0-20,0-0.2,160-200,5,5.0-10.0,0-500,400-800,1000-2000,11-14,0.0-5.0,15.0-20.0,1,1,1,1
218,1600-2000,0,0.5-1.0,0,0.0-5.0,1,20-40,0.2-0.4,80-120,3,0.0-5.0,500-1000,1600-2000,1000-2000,14-17,5.0-10.0,15.0-20.0,1,0,1,1
219,1200-1600,0,1.0-1.5,0,0.0-5.0,0,40-60,0-0.2,80-120,5,5.0-10.0,1500-2000,1600-2000,3000-4000,8-11,5.0-10.0,0.0-5.0,0,1,0,3
220,800-1200,1,1.5-2.0,1,5.0-10.0,1,20-40,0.4-0.6,120-160,5,15.0-20.0,0-500,400-800,0-1000,17-20,15.0-20.0,5.0-10.0,1,0,1,0
221,400-800,0,0.5-1.0,0,0.0-5.0,1,20-40,0.4-0.6,80-120,2,5.0-10.0,0-500,800-1200,0-1000,5-8,0.0-5.0,15.0-20.0,1,1,1,0
222,1200-1600,1,2.0-2.5,1,5.0-10.0,0,0-20,0.4-0.6,80-120,4,10.0-15.0,500-1000,1200-1600,3000-4000,11-14,10.0-15.0,10.0-15.0,0,0,0,3
223,1200-1600,1,0.5-1.0,1,0.0-5.0,1,20-40,0.8-1.0,120-160,6,10.0-15.0,0-500,800-1200,2000-3000,11-14,5.0-10.0,10.0-15.0,1,0,0,2
224,1600-2000,1,2.5-3.0,1,0.0-5.0,0,20-40,0-0.2,160-200,4,0.0-5.0,0-500,1200-1600,2000-3000,11-14,10.0-15.0,0.0-5.0,0,0,0,3
225,1600-2000,1,1.0-1.5,0,0.0-5.0,1,0-20,0-0.2,160-200,2,0.0-5.0,500-1000,1600-2000,3000-4000,8-11,5.0-10.0,5.0-10.0,1,1,1,3
226,1600-2000,1,2.0-2.5,1,15.0-20.0,1,40-60,0-0.2,80-120,1,15.0-20.0,0-500,400-800,3000-4000,5-8,0.0-5.0,15.0-20.0,1,1,1,3
227,800-1200,1,2.5-3.0,1,0.0-5.0,0,20-40,0.4-0.6,120-160,8,0.0-5.0,1000-1500,1200-1600,2000-3000,17-20,5.0-10.0,10.0-15.0,0,1,0,2
228,1200-1600,0,1.5-2.0,1,0.0-5.0,1,20-40,0-0.2,120-160,4,15.0-20.0,0-500,1200-1600,2000-3000,17-20,15.0-20.0,0.0-5.0,1,0,1,2
229,1600-2000,0,1.5-2.0,0,15.0-20.0,0,20-40,0.2-0.4,120-160,3,15.0-20.0,500-1000,800-1200,2000-3000,5-8,0.0-5.0,5.0-10.0,0,1,1,3
230,1200-1600,0,0.5-1.0,0,0.0-5.0,0,20-40,0.6-0.8,80-120,5,5.0-10.0,1500-2000,1600-2000,3000-4000,11-14,5.0-10.0,15.0-20.0,0,0,0,3
231,1200-1600,1,1.5-2.0,1,0.0-5.0,0,0-20,0.2-0.4,80-120,1,5.0-10.0,0-500,1200-1600,3000-4000,8-11,5.0-10.0,5.0-10.0,0,1,1,3
232,1600-2000,0,0.5-1.0,1,0.0-5.0,1,20-40,0.4-0.6,80-120,8,15.0-20.0,500-1000,1600-2000,0-1000,14-17,5.0-10.0,10.0-15.0,1,0,0,0
233,1200-1600,0,0.5-1.0,1,0.0-5.0,0,20-40,0-0.2,160-200,3,15.0-20.0,0-500,400-800,2000-3000,5-8,0.0-5.0,15.0-20.0,1,1,0,1
234,400-800,0,1.5-2.0,0,10.0-15.0,1,0-20,0.6-0.8,120-160,2,10.0-15.0,500-1000,400-800,3000-4000,8-11,5.0-10.0,5.0-10.0,1,1,0,2
235,1200-1600,1,1.5-2.0,0,5.0-10.0,1,0-20,0-0.2,120-160,1,5.0-10.0,0-500,1600-2000,0-1000,17-20,5.0-10.0,15.0-20.0,1,1,0,0
236,800-1200,0,1.0-1.5,0,0.0-5.0,0,40-60,0-0.2,160-200,5,10.0-15.0,500-1000,1200-1600,1000-2000,17-20,10.0-15.0,15.0-20.0,1,0,1,1
237,1600-2000,1,2.0-2.5,1,10.0-15.0,1,0-20,0-0.2,160-200,5,15.0-20.0,500-1000,800-1200,3000-4000,5-8,0.0-5.0,5.0-10.0,1,1,1,3
238,1200-1600,0,0.5-1.0,0,0.0-5.0,0,20-40,0.8-1.0,160-200,7,0.0-5.0,1000-1500,1200-1600,1000-2000,8-11,0.0-5.0,10.0-15.0,1,0,1,1
239,1600-2000,1,0.5-1.0,0,0.0-5.0,0,40-60,0.2-0.4,80-120,4,0.0-5.0,500-1000,1200-1600,0-1000,11-14,0.0-5.0,10.0-15.0,1,1,1,0
240,400-800,1,2.0-2.5,0,0.0-5.0,1,40-60,0-0.2,120-160,8,0.0-5.0,500-1000,800-1200,3000-4000,8-11,0.0-5.0,15.0-20.0,1,1,1,2
241,400-800,0,2.5-3.0,1,0.0-5.0,0,40-60,0.4-0.6,160-200,7,0.0-5.0,1000-1500,1600-2000,2000-3000,5-8,5.0-10.0,5.0-10.0,1,0,0,2
242,800-1200,1,0.5-1.0,0,0.0-5.0,1,40-60,0.2-0.4,120-160,6,15.0-20.0,500-1000,800-1200,3000-4000,8-11,0.0-5.0,0.0-5.0,1,0,0,3
243,1600-2000,0,1.5-2.0,0,0.0-5.0,0,0-20,0.4-0.6,80-120,5,5.0-10.0,1000-1500,1200-1600,1000-2000,5-8,0.0-5.0,15.0-20.0,1,1,1,2
244,1600-2000,0,2.5-3.0,0,5.0-10.0,1,20-40,0.2-0.4,120-160,7,10.0-15.0,0-500,800-1200,3000-4000,5-8,5.0-10.0,10.0-15.0,1,0,0,3
245,1200-1600,1,0.5-1.0,1,0.0-5.0,0,40-60,0-0.2,120-160,7,10.0-15.0,0-500,400-800,3000-4000,5-8,0.0-5.0,10.0-15.0,1,0,0,3
246,800-1200,1,0.5-1.0,1,0.0-5.0,0,20-40,0.2-0.4,160-200,2,10.0-15.0,500-1000,1600-2000,0-1000,14-17,0.0-5.0,10.0-15.0,0,0,1,0
247,1200-1600,0,0.5-1.0,0,0.0-5.0,1,40-60,0.2-0.4,80-120,4,10.0-15.0,0-500,800-1200,1000-2000,17-20,10.0-15.0,10.0-15.0,1,1,0,1
248,800-1200,1,2.0-2.5,0,0.0-5.0,0,0-20,0.6-0.8,80-120,5,5.0-10.0,1000-1500,1200-1600,1000-2000,11-14,0.0-5.0,5.0-10.0,1,0,1,1
249,1600-2000,1,1.0-1.5,1,0.0-5.0,1,20-40,0.6-0.8,80-120,2,0.0-5.0,0-500,800-1200,0-1000,8-11,0.0-5.0,5.0-10.0,1,0,0,0
250,800-1200,0,2.0-2.5,1,0.0-5.0,0,40-60,0.4-0.6,160-200,2,0.0-5.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,5.0-10.0,0,1,1,2
251,1200-1600,0,0.5-1.0,0,0.0-5.0,0,60-80,0-0.2,80-120,5,0.0-5.0,1000-1500,1200-1600,2000-3000,14-17,5.0-10.0,5.0-10.0,0,0,0,2
252,400-800,1,2.5-3.0,1,0.0-5.0,1,60-80,0.8-1.0,160-200,8,5.0-10.0,0-500,400-800,2000-3000,5-8,0.0-5.0,5.0-10.0,1,1,1,1
253,800-1200,0,1.0-1.5,1,0.0-5.0,0,0-20,0-0.2,80-120,4,5.0-10.0,0-500,1600-2000,1000-2000,11-14,0.0-5.0,10.0-15.0,1,1,1,0
254,1200-1600,1,2.5-3.0,1,5.0-10.0,0,0-20,0.4-0.6,120-160,1,15.0-20.0,500-1000,1600-2000,0-1000,14-17,5.0-10.0,10.0-15.0,0,0,0,0
255,800-1200,1,1.0-1.5,0,0.0-5.0,1,40-60,0-0.2,160-200,7,15.0-20.0,0-500,1600-2000,2000-3000,5-8,0.0-5.0,0.0-5.0,1,0,0,2
256,400-800,1,1.0-1.5,0,0.0-5.0,1,0-20,0-0.2,120-160,4,10.0-15.0,0-500,400-800,0-1000,11-14,5.0-10.0,5.0-10.0,1,1,1,0
257,400-800,1,0.5-1.0,1,0.0-5.0,0,20-40,0.4-0.6,120-160,7,10.0-15.0,500-1000,1200-1600,1000-2000,14-17,0.0-5.0,0.0-5.0,1,1,1,1
258,400-800,0,1.5-2.0,1,0.0-5.0,1,40-60,0.4-0.6,160-200,3,0.0-5.0,500-1000,1600-2000,1000-2000,11-14,5.0-10.0,10.0-15.0,1,1,0,0
259,1200-1600,1,1.5-2.0,1,5.0-10.0,1,0-20,0.4-0.6,160-200,6,15.0-20.0,0-500,1200-1600,3000-4000,8-11,0.0-5.0,0.0-5.0,1,1,1,3
260,400-800,0,0.5-1.0,1,5.0-10.0,1,40-60,0.6-0.8,160-200,7,5.0-10.0,1500-2000,1600-2000,1000-2000,5-8,0.0-5.0,0.0-5.0,1,0,0,1
261,400-800,0,2.5-3.0,1,0.0-5.0,0,20-40,0-0.2,80-120,4,0.0-5.0,500-1000,1200-1600,2000-3000,5-8,0.0-5.0,10.0-15.0,1,1,1,1
262,1200-1600,1,0.5-1.0,0,0.0-5.0,1,40-60,0.4-0.6,160-200,1,0.0-5.0,0-500,800-1200,0-1000,5-8,0.0-5.0,5.0-10.0,1,0,0,0
263,400-800,0,1.0-1.5,0,0.0-5.0,0,20-40,0.6-0.8,160-200,4,5.0-10.0,0-500,1200-1600,0-1000,8-11,0.0-5.0,10.0-15.0,0,1,0,0
264,1600-2000,0,2.5-3.0,0,5.0-10.0,0,0-20,0.6-0.8,160-200,2,15.0-20.0,500-1000,1600-2000,3000-4000,11-14,0.0-5.0,10.0-15.0,1,0,1,3
265,1600-2000,1,1.5-2.0,0,0.0-5.0,1,40-60,0.8-1.0,80-120,2,10.0-15.0,1500-2000,1200-1600,0-1000,8-11,0.0-5.0,0.0-5.0,1,1,1,1
266,1600-2000,0,0.5-1.0,0,5.0-10.0,1,20-40,0.2-0.4,80-120,6,10.0-15.0,500-1000,1200-1600,2000-3000,8-11,5.0-10.0,15.0-20.0,1,1,0,3
267,800-1200,0,1.0-1.5,1,5.0-10.0,1,20-40,0.2-0.4,120-160,6,10.0-15.0,1000-1500,1200-1600,1000-2000,17-20,0.0-5.0,10.0-15.0,1,1,1,1
268,1200-1600,1,1.5-2.0,1,0.0-5.0,0,40-60,0.8-1.0,80-120,5,0.0-5.0,0-500,400-800,2000-3000,8-11,5.0-10.0,15.0-20.0,1,1,0,2
269,1200-1600,1,2.0-2.5,1,0.0-5.0,0,20-40,0.2-0.4,120-160,1,5.0-10.0,1000-1500,1600-2000,1000-2000,11-14,0.0-5.0,5.0-10.0,0,1,0,1
270,800-1200,0,0.5-1.0,0,0.0-5.0,1,0-20,0.8-1.0,80-120,7,15.0-20.0,1000-1500,1200-1600,0-1000,17-20,10.0-15.0,5.0-10.0,1,1,0,0
271,400-800,0,2.0-2.5,1,0.0-5.0,1,0-20,0-0.2,80-120,8,0.0-5.0,0-500,1200-1600,1000-2000,17-20,10.0-15.0,0.0-5.0,1,1,1,0
272,800-1200,1,0.5-1.0,1,5.0-10.0,1,40-60,0.2-0.4,80-120,1,10.0-15.0,500-1000,1600-2000,3000-4000,14-17,5.0-10.0,0.0-5.0,1,1,1,3
273,1600-2000,1,0.5-1.0,1,10.0-15.0,0,0-20,0.4-0.6,80-120,3,10.0-15.0,0-500,400-800,1000-2000,5-8,0.0-5.0,5.0-10.0,1,0,1,1
274,400-800,0,0.5-1.0,1,0.0-5.0,1,20-40,0.8-1.0,120-160,2,10.0-15.0,1500-2000,1600-2000,2000-3000,14-17,10.0-15.0,10.0-15.0,1,1,1,2
275,1200-1600,0,2.5-3.0,0,0.0-5.0,0,60-80,0.4-0.6,120-160,4,5.0-10.0,0-500,1600-2000,2000-3000,17-20,10.0-15.0,10.0-15.0,1,1,1,2
276,1600-2000,0,0.5-1.0,0,0.0-5.0,1,60-80,0.6-0.8,120-160,4,10.0-15.0,0-500,1200-1600,3000-4000,8-11,0.0-5.0,10.0-15.0,1,1,1,3
277,1200-1600,1,2.5-3.0,1,0.0-5.0,1,0-20,0.2-0.4,120-160,4,15.0-20.0,500-1000,800-1200,1000-2000,5-8,0.0-5.0,5.0-10.0,1,1,0,1
278,400-800,0,0.5-1.0,0,10.0-15.0,1,0-20,0.6-0.8,160-200,7,10.0-15.0,0-500,400-800,0-1000,5-8,0.0-5.0,5.0-10.0,1,0,1,0
